station,date,tmpf,dwpf,relh,drct,sknt,alti,p01i,vsby,skyc1,metar
JFK,1/10/2019 09:10,0,0,0,290,17,29.63,0,10,FEW,KJFK 100910Z AUTO 29017KT 10SM FEW045 OVC050 01/M07 A2962 RMK T00101070 MADISHF
JFK,1/10/2019 09:15,0,0,0,0,23,29.63,0,10,FEW,KJFK 100915Z AUTO ///23KT 10SM FEW045 OVC055 01/M07 A2962 RMK T00101070 MADISHF
JFK,1/10/2019 09:20,0,0,0,300,20,29.63,0,10,FEW,KJFK 100920Z AUTO 30020KT 10SM FEW045 OVC055 01/M07 A2962 RMK T00101070 MADISHF
JFK,1/10/2019 09:25,0,0,0,300,19,29.63,0,10,FEW,KJFK 100925Z AUTO 30019KT 10SM FEW042 OVC055 00/M07 A2962 RMK T00001070 MADISHF
JFK,1/10/2019 09:30,0,0,0,290,24,29.63,0,10,FEW,KJFK 100930Z AUTO 29024KT 10SM FEW039 OVC055 00/M07 A2962 RMK T00001070 MADISHF
JFK,1/10/2019 09:35,0,0,0,300,21,29.63,0,10,FEW,KJFK 100935Z AUTO 30021KT 10SM -SN FEW039 OVC055 00/M07 A2962 RMK T00001070 MADISHF
JFK,1/10/2019 09:40,0,0,0,290,23,29.63,0,9,FEW,KJFK 100940Z AUTO 29023KT 9SM -SN FEW039 OVC055 00/M06 A2962 RMK T00001060 MADISHF
JFK,1/10/2019 09:45,0,0,0,290,19,29.63,0,9,FEW,KJFK 100945Z AUTO 29019KT 9SM -SN FEW039 OVC055 M01/M06 A2962 RMK T10101060 MADISHF
JFK,1/10/2019 09:50,0,0,0,290,14,29.63,0,10,FEW,KJFK 100950Z AUTO 29014KT 10SM -SN FEW039 OVC055 M01/M06 A2962 RMK T10101060 MADISHF
JFK,1/10/2019 09:51,30.9,21,66.34,290,15,29.63,T,10,FEW,KJFK 100951Z 29015G27KT 10SM -SN FEW039 OVC055 M01/M06 A2963 RMK AO2 PK WND 28031/0939 SNB34 SLP033 P0000 T10061061
JFK,1/10/2019 09:55,0,0,0,290,15,29.63,0,9,FEW,KJFK 100955Z AUTO 29015KT 9SM FEW039 BKN050 OVC079 00/M06 A2962 RMK T00001060 MADISHF
JFK,1/10/2019 10:00,0,0,0,280,19,29.63,0,9,SCT,KJFK 101000Z AUTO 28019KT 9SM SCT050 OVC070 00/M06 A2962 RMK T00001060 MADISHF
JFK,1/10/2019 10:05,0,0,0,280,16,29.64,0,10,FEW,KJFK 101005Z AUTO 28016KT 10SM FEW050 OVC070 00/M06 A2963 RMK T00001060 MADISHF
JFK,1/10/2019 10:10,0,0,0,280,15,29.63,0,10,OVC,KJFK 101010Z AUTO 28015G20KT 10SM OVC065 M01/M06 A2962 RMK T10101060 MADISHF
JFK,1/10/2019 10:15,0,0,0,270,19,29.64,0,10,OVC,KJFK 101015Z AUTO 27019KT 10SM OVC065 M01/M06 A2963 RMK T10101060 MADISHF
JFK,1/10/2019 10:20,0,0,0,280,16,29.64,0,10,OVC,KJFK 101020Z AUTO 28016KT 10SM OVC060 M01/M05 A2963 RMK T10101050 CIG 050 W  MADISHF
JFK,1/10/2019 10:25,0,0,0,280,15,29.64,0,10,OVC,KJFK 101025Z AUTO 28015KT 10SM OVC060 M01/M05 A2963 RMK T10101050 CIG 050 W  MADISHF
JFK,1/10/2019 10:30,0,0,0,280,13,29.64,0,10,BKN,KJFK 101030Z AUTO 28013KT 10SM BKN050 OVC070 M01/M05 A2963 RMK T10101050 MADISHF
JFK,1/10/2019 10:35,0,0,0,280,17,29.64,0,10,FEW,KJFK 101035Z AUTO 28017KT 10SM FEW038 OVC050 00/M05 A2963 RMK T00001050 MADISHF
JFK,1/10/2019 10:40,0,0,0,280,16,29.64,0,10,FEW,KJFK 101040Z AUTO 28016KT 10SM FEW038 OVC050 00/M05 A2963 RMK T00001050 MADISHF
JFK,1/10/2019 10:45,0,0,0,280,13,29.65,0,10,FEW,KJFK 101045Z AUTO 28013KT 10SM FEW039 OVC055 00/M06 A2964 RMK T00001060 MADISHF
JFK,1/10/2019 10:50,0,0,0,290,15,29.65,0,10,FEW,KJFK 101050Z AUTO 29015KT 10SM FEW038 BKN055 OVC079 00/M06 A2964 RMK T00001060 MADISHF
JFK,1/10/2019 10:51,32,21,63.45,290,14,29.65,T,10,FEW,KJFK 101051Z 29014G24KT 10SM FEW038 BKN055 OVC080 00/M06 A2965 RMK AO2 SNE0955 SLP039 P0000 T00001061
JFK,1/10/2019 10:55,0,0,0,290,17,29.65,0,10,SCT,KJFK 101055Z AUTO 29017KT 10SM SCT042 BKN050 OVC070 01/M07 A2964 RMK T00101070 MADISHF
JFK,1/10/2019 11:00,0,0,0,0,20,29.65,0,10,SCT,KJFK 101100Z AUTO ///20KT 10SM SCT042 BKN060 OVC070 01/M07 A2964 RMK T00101070 MADISHF
JFK,1/10/2019 11:05,0,0,0,290,20,29.65,0,10,SCT,KJFK 101105Z AUTO 29020KT 10SM SCT042 OVC060 01/M07 A2964 RMK T00101070 MADISHF
JFK,1/10/2019 11:10,0,0,0,290,18,29.65,0,10,SCT,KJFK 101110Z AUTO 29018KT 10SM SCT044 OVC065 01/M07 A2964 RMK T00101070 MADISHF
JFK,1/10/2019 11:15,0,0,0,290,22,29.65,0,10,SCT,KJFK 101115Z AUTO 29022KT 10SM SCT044 OVC065 01/M07 A2964 RMK T00101070 MADISHF
JFK,1/10/2019 11:20,0,0,0,290,18,29.65,0,10,BKN,KJFK 101120Z AUTO 29018KT 10SM BKN044 BKN060 OVC070 01/M07 A2964 RMK T00101070 MADISHF
JFK,1/10/2019 11:25,0,0,0,290,21,29.65,0,10,BKN,KJFK 101125Z AUTO 29021KT 10SM BKN044 BKN060 OVC070 01/M07 A2964 RMK T00101070 MADISHF
JFK,1/10/2019 11:30,0,0,0,290,18,29.65,0,10,SCT,KJFK 101130Z AUTO 29018KT 10SM SCT042 BKN049 OVC070 01/M07 A2964 RMK T00101070 MADISHF
JFK,1/10/2019 11:35,0,0,0,290,18,29.65,0,10,BKN,KJFK 101135Z AUTO 29018KT 10SM BKN044 OVC070 01/M07 A2964 RMK T00101070 MADISHF
JFK,1/10/2019 11:40,0,0,0,290,15,29.66,0,10,BKN,KJFK 101140Z AUTO 29015KT 10SM BKN044 OVC070 01/M07 A2965 RMK T00101070 MADISHF
JFK,1/10/2019 11:45,0,0,0,290,13,29.65,0,10,BKN,KJFK 101145Z AUTO 29013KT 10SM BKN042 OVC070 01/M07 A2964 RMK T00101070 MADISHF
JFK,1/10/2019 11:50,0,0,0,280,17,29.66,0,10,BKN,KJFK 101150Z AUTO 28017KT 10SM BKN042 BKN070 01/M07 A2965 RMK T00101070  931000 MADISHF
JFK,1/10/2019 11:51,33.1,19,55.75,290,19,29.66,0,10,BKN,KJFK 101151Z 29019G27KT 10SM BKN042 BKN070 01/M07 A2966 RMK AO2 PK WND 29028/1130 SLP042 931000 60000 T00061072 10017 21006 53008
JFK,1/10/2019 11:55,0,0,0,290,20,29.66,0,10,BKN,KJFK 101155Z AUTO 29020KT 10SM BKN042 OVC070 01/M07 A2965 RMK T00101070 MADISHF
JFK,1/10/2019 12:00,0,0,0,300,22,29.66,0,10,BKN,KJFK 101200Z AUTO 30022KT 10SM BKN042 OVC070 01/M07 A2965 RMK T00101070 MADISHF
JFK,1/10/2019 12:05,0,0,0,300,19,29.66,0,10,BKN,KJFK 101205Z AUTO 30019KT 10SM BKN042 OVC070 01/M07 A2965 RMK T00101070 MADISHF
JFK,1/10/2019 12:10,0,0,0,290,17,29.66,0,10,BKN,KJFK 101210Z AUTO 29017KT 10SM BKN041 OVC070 01/M07 A2965 RMK T00101070 MADISHF
JFK,1/10/2019 12:15,0,0,0,290,20,29.66,0,10,BKN,KJFK 101215Z AUTO 29020KT 10SM BKN041 OVC070 00/M07 A2965 RMK T00001070 MADISHF
JFK,1/10/2019 12:20,0,0,0,300,17,29.67,0,10,BKN,KJFK 101220Z AUTO 30017KT 10SM BKN041 OVC070 01/M07 A2967 RMK T00101070 MADISHF
JFK,1/10/2019 12:25,0,0,0,290,21,29.67,0,10,SCT,KJFK 101225Z AUTO 29021KT 10SM SCT041 OVC070 01/M07 A2967 RMK T00101070 MADISHF
JFK,1/10/2019 12:30,0,0,0,290,17,29.67,0,10,SCT,KJFK 101230Z AUTO 29017KT 10SM SCT041 OVC070 00/M07 A2967 RMK T00001070 MADISHF
JFK,1/10/2019 12:35,0,0,0,300,20,29.67,0,10,FEW,KJFK 101235Z AUTO 30020KT 10SM FEW041 SCT055 OVC070 01/M07 A2967 RMK T00101070 MADISHF
JFK,1/10/2019 12:40,0,0,0,290,20,29.67,0,10,FEW,KJFK 101240Z AUTO 29020KT 10SM FEW041 OVC065 01/M07 A2967 RMK T00101070 MADISHF
JFK,1/10/2019 12:45,0,0,0,300,23,29.68,0,10,SCT,KJFK 101245Z AUTO 30023KT 10SM SCT041 OVC065 01/M08 A2968 RMK T00101080 MADISHF
JFK,1/10/2019 12:50,0,0,0,290,23,29.68,0,10,SCT,KJFK 101250Z AUTO 29023KT 10SM SCT041 BKN065 01/M08 A2968 RMK T00101080  VCSH SW-W MADISHF
JFK,1/10/2019 12:51,33.1,19,55.75,290,20,29.68,0,10,SCT,KJFK 101251Z 29020G31KT 10SM SCT041 BKN065 BKN140 01/M07 A2968 RMK AO2 PK WND 30032/1215 SLP051 VCSH SW-W T00061072
JFK,1/10/2019 12:55,0,0,0,290,24,29.68,0,10,SCT,KJFK 101255Z AUTO 29024KT 10SM SCT042 OVC070 00/M07 A2968 RMK T00001070 CIG 042 W  MADISHF
JFK,1/10/2019 13:00,0,0,0,300,27,29.69,0,10,BKN,KJFK 101300Z AUTO 30027KT 10SM BKN042 BKN060 OVC075 01/M07 A2969 RMK T00101070 MADISHF
JFK,1/10/2019 13:05,0,0,0,280,22,29.69,0,10,BKN,KJFK 101305Z AUTO 28022KT 10SM BKN042 OVC070 01/M07 A2969 RMK T00101070 MADISHF
JFK,1/10/2019 13:10,0,0,0,300,19,29.69,0,10,BKN,KJFK 101310Z AUTO 30019KT 10SM BKN042 OVC075 01/M07 A2969 RMK T00101070 MADISHF
JFK,1/10/2019 13:15,0,0,0,280,22,29.69,0,10,BKN,KJFK 101315Z AUTO 28022KT 10SM BKN042 OVC075 01/M07 A2969 RMK T00101070 MADISHF
JFK,1/10/2019 13:20,0,0,0,290,19,29.69,0,10,BKN,KJFK 101320Z AUTO 29019KT 10SM BKN041 OVC079 01/M07 A2969 RMK T00101070 MADISHF
JFK,1/10/2019 13:25,0,0,0,290,23,29.69,0,10,BKN,KJFK 101325Z AUTO 29023KT 10SM BKN041 BKN079 01/M07 A2969 RMK T00101070 MADISHF
JFK,1/10/2019 13:30,0,0,0,300,20,29.7,0,10,BKN,KJFK 101330Z AUTO 30020KT 10SM BKN041 BKN065 OVC079 00/M07 A2970 RMK T00001070 MADISHF
JFK,1/10/2019 13:35,0,0,0,290,17,29.7,0,10,SCT,KJFK 101335Z AUTO 29017KT 10SM SCT039 BKN048 OVC079 00/M07 A2970 RMK T00001070 MADISHF
JFK,1/10/2019 13:40,0,0,0,300,23,29.7,0,10,SCT,KJFK 101340Z AUTO 30023KT 10SM SCT041 BKN065 OVC079 00/M07 A2970 RMK T00001070 CIG 044 W  MADISHF
JFK,1/10/2019 13:45,0,0,0,290,26,29.71,0,10,SCT,KJFK 101345Z AUTO 29026KT 10SM SCT041 BKN065 BKN079 00/M07 A2970 RMK T00001070  VCSH SW-W MADISHF
JFK,1/10/2019 13:50,0,0,0,290,25,29.71,0,10,SCT,KJFK 101350Z AUTO 29025KT 10SM SCT041 BKN065 BKN079 00/M07 A2970 RMK T00001070  VCSH SW-W MADISHF
JFK,1/10/2019 13:51,32,19,58.27,290,26,29.71,0,10,SCT,KJFK 101351Z 29026G35KT 10SM SCT041 BKN065 BKN080 00/M07 A2971 RMK AO2 PK WND 30036/1300 SLP059 VCSH SW-W T00001072
JFK,1/10/2019 13:55,0,0,0,290,24,29.71,0,10,BKN,KJFK 101355Z AUTO 29024KT 10SM BKN043 BKN060 OVC079 00/M07 A2970 RMK T00001070 MADISHF
JFK,1/10/2019 14:00,0,0,0,290,22,29.72,0,10,FEW,KJFK 101400Z AUTO 29022G30KT 10SM FEW039 BKN047 OVC079 01/M07 A2971 RMK T00101070 MADISHF
JFK,1/10/2019 14:05,0,0,0,0,21,29.72,0,10,BKN,KJFK 101405Z AUTO ///21KT 10SM BKN047 OVC079 01/M08 A2971 RMK T00101080 MADISHF
JFK,1/10/2019 14:10,0,0,0,290,20,29.72,0,10,BKN,KJFK 101410Z AUTO 29020KT 10SM BKN047 BKN055 OVC079 01/M07 A2971 RMK T00101070 MADISHF
JFK,1/10/2019 14:15,0,0,0,300,14,29.72,0,10,BKN,KJFK 101415Z AUTO 30014KT 10SM BKN047 OVC055 01/M07 A2971 RMK T00101070 MADISHF
JFK,1/10/2019 14:20,0,0,0,290,19,29.72,0,10,BKN,KJFK 101420Z AUTO 29019KT 10SM BKN043 OVC050 01/M07 A2971 RMK T00101070 MADISHF
JFK,1/10/2019 14:25,0,0,0,300,19,29.72,0,10,BKN,KJFK 101425Z AUTO 30019KT 10SM BKN046 OVC055 01/M07 A2971 RMK T00101070 MADISHF
JFK,1/10/2019 14:30,0,0,0,290,12,29.72,0,10,BKN,KJFK 101430Z AUTO 29012KT 10SM BKN046 OVC055 01/M07 A2971 RMK T00101070 MADISHF
JFK,1/10/2019 14:35,0,0,0,280,18,29.72,0,10,BKN,KJFK 101435Z AUTO 28018KT 10SM BKN046 OVC055 01/M07 A2971 RMK T00101070 MADISHF
JFK,1/10/2019 14:40,0,0,0,290,17,29.73,0,10,BKN,KJFK 101440Z AUTO 29017KT 10SM BKN044 OVC055 01/M07 A2972 RMK T00101070 MADISHF
JFK,1/10/2019 14:45,0,0,0,290,20,29.73,0,10,BKN,KJFK 101445Z AUTO 29020KT 10SM BKN044 BKN075 01/M07 A2972 RMK T00101070 MADISHF
JFK,1/10/2019 14:50,0,0,0,290,22,29.73,0,10,BKN,KJFK 101450Z AUTO 29022KT 10SM BKN044 BKN075 01/M07 A2972 RMK T00101070 MADISHF
JFK,1/10/2019 14:51,34,19,53.77,300,22,29.73,0,10,BKN,KJFK 101451Z 30022G28KT 10SM BKN044 BKN075 BKN220 01/M07 A2973 RMK AO2 PK WND 29036/1404 SLP067 T00111072 51025
JFK,1/10/2019 14:55,0,0,0,310,19,29.73,0,10,BKN,KJFK 101455Z AUTO 31019KT 10SM BKN044 OVC050 01/M08 A2972 RMK T00101080 MADISHF
JFK,1/10/2019 15:00,0,0,0,290,16,29.73,0,10,BKN,KJFK 101500Z AUTO 29016KT 10SM BKN044 OVC050 01/M08 A2972 RMK T00101080 MADISHF
JFK,1/10/2019 15:05,0,0,0,290,19,29.73,0,10,BKN,KJFK 101505Z AUTO 29019KT 10SM BKN044 OVC055 01/M08 A2972 RMK T00101080 MADISHF
JFK,1/10/2019 15:10,0,0,0,290,17,29.73,0,10,BKN,KJFK 101510Z AUTO 29017KT 10SM BKN044 OVC055 01/M08 A2972 RMK T00101080 MADISHF
JFK,1/10/2019 15:15,0,0,0,290,17,29.72,0,10,BKN,KJFK 101515Z AUTO 29017KT 10SM BKN046 OVC055 01/M08 A2971 RMK T00101080 MADISHF
JFK,1/10/2019 15:20,0,0,0,300,20,29.73,0,10,BKN,KJFK 101520Z AUTO 30020KT 10SM BKN047 OVC055 01/M08 A2972 RMK T00101080 MADISHF
JFK,1/10/2019 15:25,0,0,0,310,24,29.72,0,10,OVC,KJFK 101525Z AUTO 31024KT 10SM OVC049 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 15:30,0,0,0,300,24,29.72,0,10,OVC,KJFK 101530Z AUTO 30024KT 10SM OVC049 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 15:35,0,0,0,310,27,29.73,0,10,BKN,KJFK 101535Z AUTO 31027KT 10SM BKN049 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 15:40,0,0,0,300,22,29.72,0,10,OVC,KJFK 101540Z AUTO 30022KT 10SM OVC050 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 15:45,0,0,0,300,22,29.72,0,10,BKN,KJFK 101545Z AUTO 30022KT 10SM BKN050 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 15:50,0,0,0,310,26,29.72,0,10,BKN,KJFK 101550Z AUTO 31026KT 10SM BKN050 BKN090 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 15:51,34,15.1,45.43,310,25,29.72,0,10,BKN,KJFK 101551Z 31025G32KT 10SM BKN050 BKN090 BKN220 01/M09 A2972 RMK AO2 PK WND 29032/1546 SLP064 T00111094
JFK,1/10/2019 15:55,0,0,0,300,22,29.72,0,10,BKN,KJFK 101555Z AUTO 30022KT 10SM BKN050 02/M09 A2971 RMK T00201090 MADISHF
JFK,1/10/2019 16:00,0,0,0,300,23,29.72,0,10,BKN,KJFK 101600Z AUTO 30023KT 10SM BKN050 BKN075 02/M09 A2971 RMK T00201090 MADISHF
JFK,1/10/2019 16:05,0,0,0,310,24,29.71,0,10,BKN,KJFK 101605Z AUTO 31024KT 10SM BKN055 OVC070 01/M09 A2970 RMK T00101090 MADISHF
JFK,1/10/2019 16:10,0,0,0,300,17,29.72,0,10,SCT,KJFK 101610Z AUTO 30017KT 10SM SCT050 OVC070 01/M09 A2971 RMK T00101090 CIG 050 W  MADISHF
JFK,1/10/2019 16:15,0,0,0,310,23,29.72,0,10,BKN,KJFK 101615Z AUTO 31023KT 10SM BKN055 BKN070 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 16:20,0,0,0,300,21,29.72,0,10,BKN,KJFK 101620Z AUTO 30021KT 10SM BKN050 OVC070 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 16:25,0,0,0,310,25,29.72,0,10,BKN,KJFK 101625Z AUTO 31025KT 10SM BKN050 OVC075 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 16:30,0,0,0,310,26,29.72,0,10,BKN,KJFK 101630Z AUTO 31026KT 10SM BKN050 OVC070 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 16:35,0,0,0,300,23,29.72,0,10,BKN,KJFK 101635Z AUTO 30023KT 10SM BKN050 OVC075 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 16:40,0,0,0,0,25,29.72,0,10,OVC,KJFK 101640Z AUTO ///25KT 10SM OVC050 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 16:45,0,0,0,300,22,29.72,0,10,BKN,KJFK 101645Z AUTO 30022KT 10SM BKN050 BKN090 01/M09 A2971 RMK T00101090  VIRGA S-NW MADISHF
JFK,1/10/2019 16:50,0,0,0,310,24,29.72,0,10,BKN,KJFK 101650Z AUTO 31024KT 10SM BKN050 BKN090 01/M09 A2971 RMK T00101090  VIRGA S-NW MADISHF
JFK,1/10/2019 16:51,33.1,15.1,47.1,310,23,29.72,0,10,BKN,KJFK 101651Z 31023G32KT 10SM BKN050 BKN090 BKN220 01/M09 A2972 RMK AO2 PK WND 30034/1640 SLP063 VIRGA S-NW T00061094
JFK,1/10/2019 16:55,0,0,0,300,25,29.72,0,10,BKN,KJFK 101655Z AUTO 30025KT 10SM BKN048 BKN055 BKN110 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 17:00,0,0,0,310,26,29.72,0,10,BKN,KJFK 101700Z AUTO 31026KT 10SM BKN050 BKN060 BKN100 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 17:05,0,0,0,300,21,29.72,0,10,BKN,KJFK 101705Z AUTO 30021KT 10SM BKN050 BKN060 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 17:10,0,0,0,300,24,29.72,0,10,BKN,KJFK 101710Z AUTO 30024KT 10SM BKN050 BKN110 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 17:15,0,0,0,0,20,29.72,0,10,BKN,KJFK 101715Z AUTO ///20KT 10SM BKN050 BKN060 BKN110 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 17:20,0,0,0,310,19,29.72,0,10,BKN,KJFK 101720Z AUTO 31019KT 10SM BKN050 BKN060 BKN110 01/M09 A2971 RMK T00101090 MADISHF
JFK,1/10/2019 17:25,0,0,0,300,18,29.73,0,10,BKN,KJFK 101725Z AUTO 30018KT 10SM BKN049 BKN110 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 17:30,0,0,0,300,21,29.73,0,10,BKN,KJFK 101730Z AUTO 30021KT 10SM BKN047 BKN055 BKN110 01/M08 A2972 RMK T00101080 MADISHF
JFK,1/10/2019 17:35,0,0,0,300,22,29.73,0,10,BKN,KJFK 101735Z AUTO 30022KT 10SM BKN047 BKN055 BKN110 01/M08 A2972 RMK T00101080 MADISHF
JFK,1/10/2019 17:40,0,0,0,0,22,29.73,0,10,BKN,KJFK 101740Z AUTO ///22KT 10SM BKN047 BKN110 01/M09 A2972 RMK T00101090  VIRGA SW-W AND NW MADISHF
JFK,1/10/2019 17:45,0,0,0,300,21,29.73,0,10,BKN,KJFK 101745Z AUTO 30021KT 10SM BKN047 BKN110 01/M08 A2972 RMK T00101080  VIRGA SW-W AND NW MADISHF
JFK,1/10/2019 17:50,0,0,0,310,25,29.73,0,10,BKN,KJFK 101750Z AUTO 31025KT 10SM BKN047 BKN110 01/M08 A2972 RMK T00101080  VIRGA SW-W AND NW MADISHF
JFK,1/10/2019 17:51,34,17.1,49.55,310,23,29.73,0,10,BKN,KJFK 101751Z 31023G32KT 10SM BKN047 BKN110 OVC200 01/M08 A2973 RMK AO2 PK WND 30033/1700 SLP068 VIRGA SW-W AND NW T00111083 10022 20000 53000
JFK,1/10/2019 17:55,0,0,0,300,27,29.73,0,10,OVC,KJFK 101755Z AUTO 30027KT 10SM OVC049 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:00,0,0,0,0,28,29.73,0,10,OVC,KJFK 101800Z AUTO ///28KT 10SM OVC049 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:05,0,0,0,310,28,29.73,0,10,OVC,KJFK 101805Z AUTO 31028KT 10SM OVC049 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:10,0,0,0,300,25,29.73,0,10,OVC,KJFK 101810Z AUTO 30025KT 10SM OVC049 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:15,0,0,0,310,24,29.73,0,10,BKN,KJFK 101815Z AUTO 31024KT 10SM BKN049 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:20,0,0,0,300,25,29.73,0,10,BKN,KJFK 101820Z AUTO 30025KT 10SM BKN047 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:25,0,0,0,310,24,29.73,0,10,BKN,KJFK 101825Z AUTO 31024KT 10SM BKN047 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:30,0,0,0,300,26,29.73,0,10,BKN,KJFK 101830Z AUTO 30026KT 10SM BKN049 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:35,0,0,0,310,29,29.73,0,10,BKN,KJFK 101835Z AUTO 31029KT 10SM BKN049 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:40,0,0,0,0,25,29.73,0,10,BKN,KJFK 101840Z AUTO ///25KT 10SM BKN048 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:45,0,0,0,300,25,29.73,0,10,BKN,KJFK 101845Z AUTO 30025KT 10SM BKN048 01/M09 A2972 RMK T00101090 MADISHF
JFK,1/10/2019 18:50,0,0,0,310,26,29.74,0,10,BKN,KJFK 101850Z AUTO 31026KT 10SM BKN048 BKN110 01/M09 A2973 RMK T00101090 MADISHF
JFK,1/10/2019 18:51,33.1,16,48.98,310,26,29.74,0,10,BKN,KJFK 101851Z 31026G37KT 10SM BKN048 BKN110 BKN250 01/M09 A2974 RMK AO2 PK WND 30039/1834 SLP069 T00061089
JFK,1/10/2019 18:55,0,0,0,310,25,29.73,0,10,BKN,KJFK 101855Z AUTO 31025KT 10SM BKN048 01/M08 A2972 RMK T00101080 MADISHF
JFK,1/10/2019 19:00,0,0,0,310,19,29.74,0,10,BKN,KJFK 101900Z AUTO 31019KT 10SM BKN048 01/M08 A2973 RMK T00101080 MADISHF
JFK,1/10/2019 19:05,0,0,0,0,25,29.74,0,10,BKN,KJFK 101905Z AUTO ///25KT 10SM BKN048 01/M08 A2973 RMK T00101080 MADISHF
JFK,1/10/2019 19:10,0,0,0,300,21,29.74,0,10,BKN,KJFK 101910Z AUTO 30021KT 10SM BKN048 BKN055 01/M08 A2973 RMK T00101080 MADISHF
JFK,1/10/2019 19:15,0,0,0,300,20,29.74,0,10,BKN,KJFK 101915Z AUTO 30020KT 10SM BKN046 01/M08 A2973 RMK T00101080 MADISHF
JFK,1/10/2019 19:20,0,0,0,300,25,29.75,0,10,BKN,KJFK 101920Z AUTO 30025KT 10SM BKN046 01/M08 A2975 RMK T00101080 MADISHF
JFK,1/10/2019 19:25,0,0,0,310,23,29.75,0,10,BKN,KJFK 101925Z AUTO 31023KT 10SM BKN046 01/M08 A2975 RMK T00101080 MADISHF
JFK,1/10/2019 19:30,0,0,0,300,20,29.76,0,10,BKN,KJFK 101930Z AUTO 30020KT 10SM BKN046 01/M08 A2976 RMK T00101080 MADISHF
JFK,1/10/2019 19:35,0,0,0,310,23,29.76,0,10,BKN,KJFK 101935Z AUTO 31023KT 10SM BKN046 01/M08 A2976 RMK T00101080 MADISHF
JFK,1/10/2019 19:40,0,0,0,310,23,29.77,0,10,SCT,KJFK 101940Z AUTO 31023KT 10SM SCT046 01/M08 A2977 RMK T00101080 MADISHF
JFK,1/10/2019 19:45,0,0,0,310,26,29.77,0,10,SCT,KJFK 101945Z AUTO 31026KT 10SM SCT047 01/M08 A2977 RMK T00101080 MADISHF
JFK,1/10/2019 19:50,0,0,0,300,26,29.77,0,10,SCT,KJFK 101950Z AUTO 30026G31KT 10SM SCT047 01/M08 A2977 RMK T00101080 MADISHF
JFK,1/10/2019 19:51,34,17.1,49.55,310,26,29.77,0,10,SCT,KJFK 101951Z 31026G34KT 10SM SCT047 SCT170 BKN250 01/M08 A2977 RMK AO2 PK WND 30036/1916 SLP080 T00111083
JFK,1/10/2019 19:55,0,0,0,310,24,29.76,0,10,SCT,KJFK 101955Z AUTO 31024G29KT 10SM SCT047 01/M08 A2976 RMK T00101080 MADISHF
JFK,1/10/2019 20:00,0,0,0,320,26,29.76,0,10,BKN,KJFK 102000Z AUTO 32026KT 10SM BKN047 01/M08 A2976 RMK T00101080 MADISHF
JFK,1/10/2019 20:05,0,0,0,0,21,29.77,0,10,BKN,KJFK 102005Z AUTO ///21KT 10SM BKN047 01/M08 A2977 RMK T00101080 MADISHF
JFK,1/10/2019 20:10,0,0,0,320,26,29.77,0,10,BKN,KJFK 102010Z AUTO 32026KT 10SM BKN047 01/M08 A2977 RMK T00101080 MADISHF
JFK,1/10/2019 20:15,0,0,0,320,18,29.77,0,10,BKN,KJFK 102015Z AUTO 32018KT 10SM BKN047 01/M08 A2977 RMK T00101080 MADISHF
JFK,1/10/2019 20:20,0,0,0,300,14,29.77,0,10,OVC,KJFK 102020Z AUTO 30014KT 10SM OVC049 01/M08 A2977 RMK T00101080 MADISHF
JFK,1/10/2019 20:25,0,0,0,300,18,29.78,0,10,OVC,KJFK 102025Z AUTO 30018KT 10SM OVC049 01/M08 A2978 RMK T00101080 MADISHF
